Date,Adj Close,Close,High,Low,Open,Volume
,BANF,BANF,BANF,BANF,BANF,BANF
2025-01-02,113.70601654052734,116.0999984741211,118.79000091552734,115.47000122070312,118.04000091552734,131700
2025-01-03,114.55807495117188,116.97000122070312,117.5199966430664,114.91000366210938,116.94000244140625,121800
2025-01-06,113.83334350585938,116.2300033569336,118.87999725341797,115.9000015258789,116.91999816894531,74000
2025-01-07,112.62870025634766,115.0,117.13999938964844,113.91000366210938,116.54000091552734,96600
2025-01-08,111.80601501464844,114.16000366210938,115.19000244140625,112.01000213623047,114.23999786376953,83900
2025-01-10,108.5936508178711,110.87999725341797,112.41999816894531,109.91000366210938,111.66000366210938,105200
2025-01-13,110.38591003417969,112.70999908447266,112.70999908447266,107.68000030517578,109.16000366210938,115600
2025-01-14,113.51013946533203,115.9000015258789,117.98999786376953,113.5,113.5,100700
2025-01-15,115.28280639648438,117.70999908447266,119.94999694824219,116.94000244140625,119.41999816894531,124300
2025-01-16,116.35033416748047,118.80000305175781,119.2300033569336,116.33000183105469,117.66000366210938,145600
2025-01-17,117.28074645996094,119.75,120.44000244140625,118.54000091552734,120.44000244140625,112600
2025-01-21,119.4549789428711,121.97000122070312,122.5999984741211,120.70999908447266,120.91999816894531,97000
2025-01-22,118.220947265625,120.70999908447266,121.4800033569336,119.33000183105469,121.44000244140625,100600
2025-01-23,118.74002075195312,121.23999786376953,121.43000030517578,119.91999816894531,120.08000183105469,119100
2025-01-24,116.183837890625,118.62999725341797,121.9000015258789,118.12999725341797,121.2300033569336,160800
2025-01-27,117.19261169433594,119.66000366210938,121.04000091552734,117.55000305175781,118.94999694824219,164900
2025-01-28,116.88899230957031,119.3499984741211,120.45999908447266,118.4000015258789,118.80000305175781,137900
2025-01-29,115.7137451171875,118.1500015258789,121.37000274658203,116.16000366210938,118.79000091552734,142800
2025-01-30,116.47766876220703,118.93000030517578,121.05999755859375,117.72000122070312,119.1500015258789,114400
2025-01-31,116.62457275390625,119.08000183105469,121.06999969482422,117.44999694824219,117.75,488500
2025-02-03,114.1369400024414,116.54000091552734,119.36000061035156,114.7300033569336,118.22000122070312,99600
2025-02-04,117.9957046508789,120.4800033569336,120.52999877929688,115.66000366210938,116.6500015258789,96100
2025-02-05,119.51372528076172,122.02999877929688,122.12000274658203,118.20999908447266,121.05000305175781,84800
2025-02-06,120.64981842041016,123.19000244140625,123.29000091552734,121.5,122.29000091552734,82900
2025-02-07,118.57353210449219,121.06999969482422,123.0,119.33999633789062,123.0,93300
2025-02-10,117.71167755126953,120.19000244140625,121.66999816894531,119.80999755859375,121.0,92400
2025-02-11,120.06218719482422,122.58999633789062,122.61000061035156,119.12000274658203,119.12000274658203,80700
2025-02-12,116.32095336914062,118.7699966430664,120.7300033569336,118.68000030517578,120.30999755859375,84000
2025-02-13,117.47662353515625,119.94999694824219,120.51000213623047,118.37000274658203,120.16000366210938,63400
2025-02-14,116.9771499633789,119.44000244140625,121.0,118.73999786376953,120.4000015258789,65500
2025-02-18,118.79879760742188,121.30000305175781,121.52999877929688,118.70999908447266,119.08000183105469,72200
2025-02-19,117.06527709960938,119.52999877929688,120.73999786376953,118.70999908447266,120.08999633789062,88900
2025-02-20,115.25343322753906,117.68000030517578,119.27999877929688,116.37999725341797,118.8499984741211,70900
2025-02-21,113.64724731445312,116.04000091552734,119.8499984741211,115.66000366210938,118.73999786376953,114200
2025-02-24,114.1957015991211,116.5999984741211,117.69000244140625,115.47000122070312,116.91000366210938,112000
2025-02-25,115.04776763916016,117.47000122070312,118.5,117.01000213623047,117.2300033569336,109100
2025-02-26,114.32302856445312,116.7300033569336,117.91000366210938,116.01000213623047,117.41999816894531,66100
2025-02-27,114.34260559082031,116.75,118.3499984741211,115.81999969482422,116.88999938964844,67700
2025-02-28,116.89878845214844,119.36000061035156,119.97000122070312,116.8499984741211,116.98999786376953,122300
2025-03-03,115.99776458740234,118.44000244140625,121.1500015258789,117.77999877929688,118.91000366210938,108800
2025-03-04,112.58952331542969,114.95999908447266,117.51000213623047,113.58000183105469,117.51000213623047,93600
