Date,Adj Close,Close,High,Low,Open,Volume
,AA,AA,AA,AA,AA,AA
2025-01-02,37.44886779785156,37.9900016784668,39.040000915527344,37.900001525878906,38.165000915527344,2700400
2025-01-03,35.20134353637695,35.709999084472656,37.95000076293945,35.375,37.95000076293945,7491800
2025-01-06,35.970237731933594,36.4900016784668,37.07500076293945,35.91999816894531,36.0,5983900
2025-01-07,35.723793029785156,36.2400016784668,37.29999923706055,35.755001068115234,36.88999938964844,3381500
2025-01-08,35.487213134765625,36.0,36.029998779296875,34.75,35.779998779296875,3775300
2025-01-10,35.398494720458984,35.90999984741211,36.560001373291016,35.540000915527344,36.25,2943700
2025-01-13,35.95051956176758,36.470001220703125,36.52000045776367,35.400001525878906,35.58000183105469,4230000
2025-01-14,36.354679107666016,36.880001068115234,36.90999984741211,35.849998474121094,36.599998474121094,3351200
2025-01-15,37.646018981933594,38.189998626708984,38.29999923706055,37.099998474121094,37.849998474121094,5156300
2025-01-16,38.35576629638672,38.90999984741211,39.20000076293945,38.29999923706055,38.439998626708984,4884300
2025-01-17,38.96693420410156,39.529998779296875,39.869998931884766,38.939998626708984,39.2400016784668,4477400
2025-01-21,38.06003952026367,38.61000061035156,40.619998931884766,38.566001892089844,39.9900016784668,5448900
2025-01-22,38.22761535644531,38.779998779296875,39.849998474121094,38.68000030517578,39.61000061035156,9452200
2025-01-23,36.817989349365234,37.349998474121094,37.9900016784668,36.099998474121094,37.599998474121094,11784500
2025-01-24,36.8968505859375,37.43000030517578,37.849998474121094,36.70000076293945,37.849998474121094,4983800
2025-01-27,34.471885681152344,34.970001220703125,36.599998474121094,34.90999984741211,36.27000045776367,8969900
2025-01-28,33.66356658935547,34.150001525878906,35.41999816894531,34.0359992980957,35.18000030517578,5684200
2025-01-29,34.629608154296875,35.130001068115234,35.2599983215332,34.31999969482422,34.31999969482422,5534700
2025-01-30,35.02390670776367,35.529998779296875,35.814998626708984,34.95000076293945,35.529998779296875,4001200
2025-01-31,34.816898345947266,35.31999969482422,36.2400016784668,35.15999984741211,35.5,5313600
2025-02-03,33.62413787841797,34.11000061035156,35.23500061035156,33.41999816894531,34.18000030517578,5864700
2025-02-04,35.723793029785156,36.2400016784668,36.43000030517578,34.33000183105469,34.5,5343300
2025-02-05,35.516780853271484,36.029998779296875,36.2400016784668,35.47999954223633,36.11000061035156,3221800
2025-02-06,35.418212890625,35.93000030517578,36.869998931884766,35.31999969482422,36.630001068115234,3261000
2025-02-07,35.605506896972656,36.119998931884766,37.84000015258789,36.04999923706055,36.75,4661400
2025-02-10,36.39411163330078,36.91999816894531,37.599998474121094,36.88999938964844,37.369998931884766,5755200
2025-02-11,36.64054489135742,37.16999816894531,38.58000183105469,36.720001220703125,37.08000183105469,6390500
2025-02-12,35.81251525878906,36.33000183105469,37.18000030517578,36.130001068115234,36.540000915527344,3809000
2025-02-13,35.8618049621582,36.380001068115234,36.439998626708984,35.599998474121094,36.150001525878906,4389700
2025-02-14,35.723793029785156,36.2400016784668,37.470001220703125,36.18000030517578,37.15999984741211,3113700
2025-02-18,36.482826232910156,37.0099983215332,37.029998779296875,35.88999938964844,36.27000045776367,2704400
