Date,Adj Close,Close,High,Low,Open,Volume
,NTRA,NTRA,NTRA,NTRA,NTRA,NTRA
2025-01-02,160.60000610351562,160.60000610351562,163.11000061035156,158.22999572753906,158.8800048828125,805900
2025-01-03,167.60000610351562,167.60000610351562,167.77000427246094,161.9499969482422,162.64999389648438,1125500
2025-01-06,172.25999450683594,172.25999450683594,173.85000610351562,167.60000610351562,168.6999969482422,1345800
2025-01-07,170.39999389648438,170.39999389648438,174.46499633789062,165.49000549316406,172.6199951171875,1260500
2025-01-08,176.61000061035156,176.61000061035156,177.0,168.94000244140625,170.4600067138672,1365200
2025-01-10,175.0,175.0,176.33999633789062,168.42999267578125,173.02000427246094,1556300
2025-01-13,169.3000030517578,169.3000030517578,183.0,166.16000366210938,182.38999938964844,1734000
2025-01-14,165.75999450683594,165.75999450683594,171.97000122070312,163.4199981689453,171.75999450683594,1375300
2025-01-15,170.35000610351562,170.35000610351562,173.8699951171875,167.3699951171875,170.3300018310547,1080000
2025-01-16,168.5,168.5,174.14999389648438,168.0800018310547,171.74000549316406,906600
2025-01-17,158.36000061035156,158.36000061035156,169.5500030517578,157.50999450683594,168.9199981689453,2384600
2025-01-21,167.4600067138672,167.4600067138672,168.05999755859375,155.19000244140625,160.25,1991800
2025-01-22,171.92999267578125,171.92999267578125,173.1699981689453,167.1699981689453,168.35000610351562,2052000
2025-01-23,171.82000732421875,171.82000732421875,173.10000610351562,168.77000427246094,171.08999633789062,1005600
2025-01-24,167.61000061035156,167.61000061035156,173.3000030517578,167.0,171.8000030517578,909100
2025-01-27,165.25999450683594,165.25999450683594,170.42999267578125,159.0,161.8699951171875,1574200
2025-01-28,168.0800018310547,168.0800018310547,170.4600067138672,162.33999633789062,165.49000549316406,1544500
2025-01-29,168.22000122070312,168.22000122070312,169.52999877929688,164.25,167.52999877929688,1360600
2025-01-30,176.27000427246094,176.27000427246094,177.89999389648438,169.0399932861328,169.75999450683594,1598800
2025-01-31,176.9199981689453,176.9199981689453,182.1199951171875,175.57000732421875,176.60000610351562,1237500
2025-02-03,176.55999755859375,176.55999755859375,178.8300018310547,172.5,172.58999633789062,1423800
2025-02-04,174.24000549316406,174.24000549316406,176.5500030517578,172.13999938964844,175.0850067138672,1124900
2025-02-05,177.0,177.0,178.22999572753906,174.3000030517578,174.86000061035156,930600
