Date,Adj Close,Close,High,Low,Open,Volume
,PG,PG,PG,PG,PG,PG
2025-01-02,160.567626953125,165.97999572753906,168.7100067138672,165.91000366210938,168.08999633789062,5401700
2025-01-03,159.74534606933594,165.1300048828125,166.5,164.25,166.25,5256600
2025-01-06,155.36306762695312,160.60000610351562,163.5,160.44000244140625,162.80999755859375,8731700
2025-01-07,156.04022216796875,161.3000030517578,162.61000061035156,160.74000549316406,161.4600067138672,8447400
2025-01-08,156.81414794921875,162.10000610351562,162.39999389648438,160.57000732421875,160.99000549316406,4974800
2025-01-10,153.3895721435547,158.55999755859375,161.2100067138672,157.47000122070312,160.14999389648438,8501500
2025-01-13,153.66046142578125,158.83999633789062,160.08999633789062,158.41000366210938,159.35000610351562,6772200
2025-01-14,154.5311279296875,159.74000549316406,160.07000732421875,158.30999755859375,158.85000610351562,5982200
2025-01-15,154.44403076171875,159.64999389648438,161.14999389648438,159.33999633789062,160.58999633789062,8059200
2025-01-16,155.26634216308594,160.5,160.5800018310547,159.13999938964844,159.6199951171875,5774400
2025-01-17,155.87579345703125,161.1300048828125,161.75,159.60000610351562,159.74000549316406,7262700
2025-01-21,156.44654846191406,161.72000122070312,162.35000610351562,160.9600067138672,160.9600067138672,13914700
2025-01-22,159.36807250976562,164.74000549316406,168.13999938964844,164.44000244140625,167.10000610351562,14356700
2025-01-23,160.73208618164062,166.14999389648438,166.47999572753906,163.32000732421875,163.8800048828125,7614300
2025-01-24,159.7364044189453,164.1199951171875,165.91000366210938,163.1999969482422,165.91000366210938,6199800
2025-01-27,165.12843322753906,169.66000366210938,169.94000244140625,166.11000061035156,166.72000122070312,9170800
2025-01-28,161.75112915039062,166.19000244140625,169.58999633789062,166.11000061035156,168.91000366210938,6716300
2025-01-29,161.7900390625,166.22999572753906,167.2899932861328,165.8800048828125,166.72000122070312,4850300
2025-01-30,162.93853759765625,167.41000366210938,167.60000610351562,165.92999267578125,167.47999572753906,4136500
2025-01-31,161.55645751953125,165.99000549316406,166.6199951171875,165.2100067138672,166.0,5464700
2025-02-03,164.25247192382812,168.75999450683594,169.3800048828125,165.22999572753906,165.47000122070312,8668600
2025-02-04,163.63929748535156,168.1300048828125,169.2899932861328,166.27999877929688,169.2899932861328,6410900
2025-02-05,164.49578857421875,169.00999450683594,169.13999938964844,166.61000061035156,168.08999633789062,7536800
2025-02-06,164.36927795410156,168.8800048828125,169.92999267578125,168.02999877929688,169.3699951171875,4957900
2025-02-07,163.4835662841797,167.97000122070312,169.1199951171875,167.8699951171875,169.08999633789062,4535600
2025-02-10,163.0553436279297,167.52999877929688,168.47999572753906,166.39999389648438,167.69000244140625,7062900
2025-02-11,164.90457153320312,169.42999267578125,169.57000732421875,166.5,167.69000244140625,5438100
2025-02-12,165.0505828857422,169.5800018310547,170.0800018310547,167.97000122070312,168.35000610351562,6037400
2025-02-13,166.45211791992188,171.02000427246094,171.3800048828125,169.13999938964844,169.6300048828125,6328300
2025-02-14,158.53924560546875,162.88999938964844,170.0,162.3000030517578,169.7899932861328,13179500
2025-02-18,161.01141357421875,165.42999267578125,165.75999450683594,162.1999969482422,163.35000610351562,7075300
2025-02-19,162.04310607910156,166.49000549316406,166.8699951171875,165.24000549316406,166.10000610351562,7910700
2025-02-20,162.74388122558594,167.2100067138672,167.77999877929688,162.8000030517578,163.14999389648438,6162600
2025-02-21,165.68319702148438,170.22999572753906,170.5500030517578,165.9199981689453,167.44000244140625,9813700
2025-02-24,165.98492431640625,170.5399932861328,172.97999572753906,169.7899932861328,170.22000122070312,8564100
2025-02-25,168.03857421875,172.64999389648438,173.9499969482422,170.8000030517578,171.27999877929688,7314900
2025-02-26,166.72463989257812,171.3000030517578,172.64999389648438,170.64999389648438,172.27999877929688,5519000
2025-02-27,167.37672424316406,171.97000122070312,173.08999633789062,170.6300048828125,170.85000610351562,5467000
2025-02-28,169.19679260253906,173.83999633789062,174.64999389648438,171.85000610351562,173.5800018310547,10240100
2025-03-03,170.90003967285156,175.58999633789062,176.2899932861328,173.50999450683594,173.5800018310547,7615300
2025-03-04,168.5543975830078,173.17999267578125,179.99000549316406,172.91000366210938,176.75,12117600
2025-03-05,169.9462127685547,174.61000061035156,175.8699951171875,173.02000427246094,173.3800048828125,6989100
2025-03-06,169.99488830566406,174.66000366210938,175.83999633789062,172.83999633789062,174.88999938964844,6702500
2025-03-07,171.25042724609375,175.9499969482422,178.88999938964844,174.0500030517578,174.08999633789062,9566700
2025-03-10,171.55215454101562,176.25999450683594,179.99000549316406,175.8300018310547,176.75999450683594,11047000
2025-03-11,168.4960174560547,173.1199951171875,175.99000549316406,172.32000732421875,175.8300018310547,11032300
2025-03-12,163.8728790283203,168.3699951171875,171.8300018310547,167.77000427246094,169.6999969482422,10158800
2025-03-13,164.08700561523438,168.58999633789062,169.2899932861328,167.27999877929688,167.6999969482422,6609000
2025-03-14,163.4835662841797,167.97000122070312,168.58999633789062,166.6199951171875,167.7899932861328,6790500
2025-03-17,165.2257537841797,169.75999450683594,171.08999633789062,168.1300048828125,168.3699951171875,9931700
