Date,Ticker,Sector,Open,High,Low,Close,Volume,ret_5d,ret_20d,sma_5,sma_20,sma_50,ema_20,close_above_sma_20,close_above_sma_50,dist_prev_close_sma_20,dist_open_sma_20,dist_open_ema_20,sma_20_slope_5d,rsi_14,macd_hist,bb_width_20,bb_position_20,volume_change_5d,relative_volume_20,dollar_volume_log,realized_vol_20,atr14_norm,gap_open_prev_close,gap_up,gap_down,prior_20d_high,prior_20d_low,prev_close_above_prior_20d_high,open_above_prior_20d_high,dist_open_prior_20d_high,prev_close_below_prior_20d_low,dist_open_prior_20d_low,target_hit_5d,target_before_stop_5d,max_forward_return_5d,min_forward_drawdown_5d,close_return_5d,days_to_target,valid_forward_window,valid_backward_window,valid_analysis_window
2025-01-30,AGCO,Industrial,104.5,106.8499984741211,103.91000366210938,106.37999725341795,473100,0.005420629186160486,,105.13000183105468,,,,,,,,,,78.8778345269217,,,,-0.12423511959948086,,17.708509819950542,,0.02743127120731379,0.006065247297191156,1.0,0.0,,,,,,,,1.0,1.0,0.02248802367580005,-0.04803824538819523,-0.011387583171351578,0.0,True,False,False
2025-01-31,AGCO,Industrial,106.08999633789062,106.1500015258789,103.97000122070312,104.43000030517578,505500,0.01208254814662535,,105.38400115966797,,,,,,,,,,81.6909579140427,,,,-0.41331845238095233,,17.734079644984323,,0.027160049970455583,-0.0027260850067187814,0.0,1.0,,,,,,,,0.0,0.0,0.0005656064667696192,-0.07946076884508702,-0.07540767533368986,,True,False,False
2025-02-03,AGCO,Industrial,100.80999755859376,102.20999908447266,99.4800033569336,100.75,781600,-0.005239122062968393,,105.27400054931641,99.19099998474121,,100.57183064659769,1.0,,0.05281729513000677,0.01632202089001633,0.0023681274414997233,,73.50086828945379,,0.24328544564810942,0.7171001022658882,-0.2271823880140651,0.7482238010657194,17.78182032979963,,0.027188410475806394,-0.034664394675890886,0.0,1.0,,,,,,,,1.0,1.0,0.042555312165679426,-0.0349171384615945,-0.008233252869366936,1.0,True,False,False
2025-02-04,AGCO,Industrial,101.26000213623048,104.37000274658205,101.0199966430664,103.5,690700,-0.05567534263267515,0.10338410572564705,104.08600006103515,99.66300010681152,,100.58879915644553,1.0,,0.010906754683518649,0.01602402122861446,0.006672740756562989,,61.059538805322994,,0.23063185099407105,0.5472907564003332,0.03991484832357628,1.130729780754736,18.181740593236526,0.02158098537717574,0.026274369059619735,0.005062055942734345,1.0,0.0,107.1500015258789,88.19999694824219,0.0,0.0,-0.054969662209718884,0.0,0.14807262630238194,1.0,1.0,0.037922143559946386,-0.04424257616453953,-0.03802092033280324,0.0,True,False,False
2025-02-05,AGCO,Industrial,103.8000030517578,104.33999633789062,102.44000244140624,103.30999755859376,1085600,-0.014285714285714235,0.12134340821160894,103.78600006103515,100.22299995422364,,100.8660563796412,1.0,,0.03269708597101584,0.0356904413075636,0.029087552120346416,,65.72809026205135,,0.22082048897364204,0.6480708883627128,0.1945693531649948,0.9909754802794876,18.085032481770956,0.022107469525715382,0.026404418313478523,0.0028985802102203806,1.0,0.0,107.1500015258789,88.19999694824219,0.0,0.0,-0.03126456767536312,0.0,0.1768708236199834,0.0,0.0,0.012524040309662476,-0.07716764836930134,-0.0729287039717097,,True,False,False
2025-02-06,AGCO,Industrial,104.0,105.0999984741211,97.66000366210938,98.08999633789062,1396700,-0.005391404382211862,0.13340642708889527,103.6739990234375,100.83099975585938,,101.09881268239859,1.0,,0.024585671160027633,0.03142882894956589,0.028696551825148298,,65.14694289999477,,0.2037988974226042,0.6206369193894408,1.2985390641541392,1.5515220808918109,18.535377549648665,0.021769094535132986,0.02623863698416417,0.00667895128944207,1.0,0.0,107.1500015258789,88.19999694824219,0.0,0.0,-0.029398053952599534,0.0,0.17913836279415762,0.0,0.0,0.010576908405010466,-0.08884613330547608,-0.06269227541410005,,True,False,False
2025-02-07,AGCO,Industrial,98.73999786376952,100.06999969482422,97.29000091552734,99.9800033569336,970800,-0.07792819260728989,0.07050091976546136,102.01599884033203,101.15399971008301,,100.8122587448264,0.0,,-0.03029048165148307,-0.023864620808195958,-0.020555643796278167,,51.63850763451656,,0.18640915086903626,0.3375053933228636,1.9522299725216654,1.9064843947284007,18.735508263835058,0.0253571550567383,0.030911832627680304,0.006626583241371886,1.0,0.0,107.1500015258789,88.19999694824219,0.0,0.0,-0.07848813385297249,0.0,0.11950114830176739,1.0,0.0,0.01590034159196918,-0.05063804039066766,-0.04658698170591058,1.0,True,False,False
2025-02-10,AGCO,Industrial,100.25,100.30999755859376,96.77999877929688,97.41000366210938,881600,-0.04261224681832765,0.10805718316811719,101.1259994506836,101.64149971008301,,100.73299632693184,0.0,,-0.01634663358853017,-0.013690271336531334,-0.004794817433646625,0.0247048595711179,55.25612087193003,,0.15624840441209678,0.3953804766836739,0.9204747774480713,1.3004427238568548,18.3908459626989,0.025183048750912235,0.030856155590456447,0.002700506441298156,1.0,0.0,107.1500015258789,88.19999694824219,0.0,0.0,-0.06439572027642404,0.0,0.13662135452032986,0.0,0.0,0.0005984793874689309,-0.06493767716938137,-0.02194510671563299,,True,False,False
2025-02-11,AGCO,Industrial,96.95999908447266,98.02999877929688,95.79000091552734,96.2300033569336,876400,-0.03315132841578783,0.07220699282517784,100.45800018310547,101.96949996948243,,100.41652083504398,0.0,,-0.04471431466014475,-0.04912744385830092,-0.03442184335632792,0.023142990479906977,49.8008815414851,,0.12688954367217756,0.1476122983335388,0.127942681678608,1.1828793774319066,18.268422641403056,0.02612135018547916,0.032293528364402066,-0.004619695726505335,0.0,1.0,107.1500015258789,88.19999694824219,0.0,0.0,-0.0951003480755449,0.0,0.09931975554796257,1.0,0.0,0.04795793698211326,-0.03320958386043138,0.047132835581431776,,True,False,False
2025-02-12,AGCO,Industrial,95.2300033569336,97.66999816894533,94.76000213623048,97.4800033569336,1224700,-0.07024151345957885,-0.00885768888036731,99.00400085449219,101.92650032043457,,100.01780488474776,0.0,,-0.05588828170880422,-0.06569927293146194,-0.0478694921702314,0.016997100136585397,47.4829284521176,,0.12981441961594964,0.06947554921751106,0.26885768061387005,1.1901544729248006,18.250319092813573,0.021690453359226754,0.032830553974710984,-0.010391769355871605,0.0,1.0,107.1500015258789,90.1500015258789,0.0,0.0,-0.11124589826595932,0.0,0.056350546257022405,1.0,1.0,0.08400713764563283,-0.015646387069622958,0.07970173338587849,0.0,True,False,False
2025-02-13,AGCO,Industrial,95.51000213623048,95.83000183105467,93.73999786376952,94.13999938964844,1007600,-0.05643204277837299,0.0017470537725321478,97.83800201416015,101.93500061035157,,99.77610950114642,0.0,,-0.04370429417514088,-0.06303034713935751,-0.04275680206660015,0.01094902219719418,50.13089076500689,,0.1293212542348906,0.16204863667839706,0.1281319086219601,1.6185926028718884,18.597853745579883,0.02189002282111125,0.03261473248376956,-0.020209285523819065,0.0,1.0,107.1500015258789,95.66000366210938,0.0,0.0,-0.10863275057291644,0.0,-0.001568069413929063,1.0,0.0,0.08082924351411602,-0.01853213519916297,0.06522872566428073,,True,False,False
2025-02-14,AGCO,Industrial,94.77999877929688,98.3000030517578,93.75,98.0500030517578,1022200,-0.04026911097677721,-0.033073142979836434,97.04800262451172,101.77400054931641,,99.23933710957519,0.0,,-0.07500934539729309,-0.06872090840755019,-0.04493518860726098,0.006129276558617391,43.779054051877104,,0.14132623183072054,-0.030753168931431783,-0.27858523662919743,1.3016910615319028,18.3678648634925,0.02324145016190994,0.035251437165698805,0.006798378944102845,1.0,0.0,107.1500015258789,94.76000213623048,0.0,0.0,-0.11544566094657893,1.0,0.0002110240883874681,1.0,1.0,0.08915387936766339,-0.01086725883691253,0.043680095410095765,0.0,True,False,False
2025-02-18,AGCO,Industrial,98.3499984741211,101.61000061035156,97.98999786376952,101.52999877929688,579500,-0.019303863176375335,-0.019499969482422053,96.66200256347656,101.6765007019043,,99.12606719930686,0.0,,-0.0356670186828979,-0.03271652943226144,-0.007829108398150875,0.00034435729422654937,51.52272619216555,,0.14446190200258763,0.2531043258570758,0.05294602389781633,1.2772790033675083,18.422945319060556,0.024322972999072746,0.0350185640998621,0.0030596166550340698,1.0,0.0,107.1500015258789,93.73999786376952,0.0,0.0,-0.0821278854544153,0.0,0.04917858668026853,1.0,1.0,0.049618759110571675,-0.020437236069295484,-0.018607034666464406,0.0,True,False,False
2025-02-19,AGCO,Industrial,100.33000183105467,103.2300033569336,99.13999938964844,102.81999969482422,1035400,0.04229540049581271,-0.00157344535616033,97.48600158691406,101.66850051879882,,99.35501306406782,0.0,,-0.0013622876190284572,-0.01316532338840437,0.009813181407949179,-0.002951857670908331,57.17625584298045,,0.14447890862194318,0.49057102775746225,-0.3426724137931034,0.7312902635547395,17.89027526804821,0.025334943193631852,0.03428261082862843,-0.011819136833151389,0.0,1.0,107.1500015258789,93.73999786376952,0.0,0.0,-0.06364908630614496,0.0,0.07030087601305768,1.0,1.0,0.02890462945233696,-0.040466511650472214,-0.02412038398065941,0.0,True,False,False
2025-02-20,AGCO,Industrial,102.8499984741211,102.8499984741211,101.12999725341795,101.73999786376952,650900,0.06848172199939762,-0.0030058912716925956,98.80400085449219,101.65300064086914,,99.68501179080653,1.0,,0.011480222389872896,0.011775332018784557,0.03174987519644823,-0.0026833029556161403,59.08127593184272,,0.14427098685278522,0.5795740199766394,0.18142400730260144,1.2678393221210655,18.483278276502453,0.025294770819417233,0.03526272475345267,0.0002917601574199402,1.0,0.0,107.1500015258789,93.73999786376952,0.0,0.0,-0.04013068586582591,0.0,0.09718370832044343,0.0,0.0,0.0,-0.06397668379849641,-0.05765678554353948,,True,False,False
2025-02-21,AGCO,Industrial,102.0,102.0,98.45999908447266,98.91999816894533,1027900,0.04370121419915729,-0.015196977368369446,99.65599975585937,101.57450065612792,,99.88072475013632,1.0,,0.0016293184467810473,0.00418903702330331,0.021218060393186855,-0.003536566950165243,56.8030048840839,,0.1435714488752184,0.5113484850891004,-0.4685229035682208,0.7916132053098529,18.008531833058733,0.0253956794109554,0.03475244559658709,0.002555554764003709,1.0,0.0,107.1500015258789,93.73999786376952,0.0,0.0,-0.04806347599197258,0.0,0.0881160905106333,0.0,0.0,0.0,-0.056176503499348995,-0.04499996409696694,,True,False,False
2025-02-24,AGCO,Industrial,98.44000244140624,98.95999908447266,96.33999633789062,96.5199966430664,705500,0.05077542819511094,-0.05889070883324321,100.61199951171875,101.26500053405762,,99.7892269804991,0.0,,-0.0231570863846845,-0.027897082681605068,-0.013520743470199714,-0.005001277462922782,51.24618501993231,-0.12486480640879583,0.14189361202094922,0.3367996553554111,0.020146883684001526,1.233499735995776,18.43733987797856,0.025724400112898605,0.036559122949715916,-0.004852362883380867,0.0,1.0,107.1500015258789,93.73999786376952,0.0,0.0,-0.08128790443711775,0.0,0.05013873143529546,0.0,0.0,0.005282371293884758,-0.028646887696927026,-0.014932966113832546,,True,False,False
2025-02-25,AGCO,Industrial,96.73999786376952,98.3499984741211,96.2699966430664,97.91000366210938,711800,-0.01560434840459668,-0.08058683981084513,100.30599822998047,100.84200019836426,,99.47787171026741,0.0,,-0.04285916132956635,-0.040677518558991044,-0.027522440915021207,-0.008207407786255727,47.02948798669944,-0.3466325605405711,0.14397329728312316,0.20231173322867024,-0.30982195265114454,0.8440105755541997,18.036412270937564,0.026163561731293365,0.03574389077882899,0.002279333074540757,1.0,0.0,107.1500015258789,93.73999786376952,0.0,0.0,-0.09715355589234553,0.0,0.03200341442678334,1.0,1.0,0.020260483024123976,-0.0665701359749935,-0.061505034935198544,0.0,True,False,False
2025-02-26,AGCO,Industrial,98.1500015258789,98.6999969482422,96.45999908447266,96.91999816894533,575800,-0.03565443869507523,-0.08229448475379686,99.58199920654297,100.40300025939942,,99.32855094377618,0.0,,-0.024829901405826305,-0.022439555866853644,-0.011865162701954368,-0.012447319011707147,49.6153155473203,-0.3835860482211169,0.13582804969197845,0.31719606913200993,0.22830025884383098,0.8535795658951912,18.0596009931758,0.02609062698206941,0.03411296116497293,0.002451208812102257,1.0,0.0,107.1500015258789,93.73999786376952,0.0,0.0,-0.08399439917717888,0.0,0.0470450582740396,0.0,0.0,0.005603621129015357,-0.13703519478897208,-0.09505860097816377,,True,False,False
2025-02-27,AGCO,Industrial,97.18000030517578,98.41999816894533,96.31999969482422,97.41000366210938,526400,-0.057381847338946135,-0.07695239839099688,98.4019989013672,99.99900016784667,,99.09916496522087,0.0,,-0.03079032784061131,-0.028190280482197294,-0.019366103243338317,-0.016271044264260293,47.82461818052297,-0.4537769394408868,0.13253578097474225,0.2676829033325035,-0.44388642070697315,0.6905898438436998,17.83740155213515,0.025986020835003037,0.0347119914755538,0.0026826469370875294,1.0,0.0,107.02999877929688,93.73999786376952,0.0,0.0,-0.09203025867946102,0.0,0.03669727458715699,0.0,0.0,0.01275980510265029,-0.12842152004262664,-0.05762500984292396,,True,False,False
2025-02-28,AGCO,Industrial,97.13999938964844,98.06999969482422,95.62000274658205,96.97000122070312,561600,-0.0425594092055912,-0.062193115564206924,97.53600006103517,99.67600021362304,,98.93829246016263,0.0,,-0.022733622403158682,-0.02544244169649179,-0.01817590566603189,-0.018690718932816597,48.80941037305411,-0.4456357757742705,0.12961848849968194,0.32461126752597164,-0.19127362113996005,0.6292999874474736,17.75274559087297,0.026009097179578323,0.03062167876256908,-0.002771833100402188,0.0,1.0,106.8499984741211,93.73999786376952,0.0,0.0,-0.0908750512226203,0.0,0.036270552628132835,0.0,0.0,0.009573814196203179,-0.12806261601368607,-0.00401481770742107,,True,False,False
2025-03-03,AGCO,Industrial,95.69000244140624,96.08000183105467,90.3000030517578,90.79000091552734,910300,-0.019712868826703867,-0.08845644177164602,97.14600067138672,99.2055004119873,,98.75083615164269,0.0,,-0.022534024645815443,-0.035436522732929854,-0.030995521957264294,-0.020337728842233727,47.93449521635662,-0.4471596105413423,0.1155976650068949,0.30506505348121526,-0.45364335052047866,0.6678479266508901,17.81294681496131,0.025215516584946758,0.030517544021737435,-0.01319994599550045,0.0,1.0,106.8499984741211,93.73999786376952,0.0,0.0,-0.10444544868587702,0.0,0.020802268210744268,1.0,0.0,0.08130419668513245,-0.11485009105202548,0.07325733439215232,,True,False,False
2025-03-04,AGCO,Industrial,88.97000122070312,90.76000213623048,84.69999694824219,88.81999969482422,1503500,-0.059365892321036284,-0.13061380206634365,96.0000015258789,98.52350044250488,,97.99266136725075,0.0,,-0.07849395821548744,-0.09696670519108153,-0.09207485561324902,-0.02299140984211645,37.710090219011974,-0.8199554839286245,0.12852004710395096,-0.11075264119689542,0.2902905740609496,1.057074841781339,18.230078664060837,0.028584353814911163,0.035065226562691273,-0.02004625703790419,0.0,1.0,106.1500015258789,93.73999786376952,0.0,0.0,-0.16184644426017625,1.0,-0.05088539312747298,1.0,0.0,0.1886028835457878,-0.0479937531063821,0.15342251701242637,0.0,True,False,False
2025-03-05,AGCO,Industrial,89.80999755859375,92.04000091552734,89.41999816894531,91.58000183105467,1073400,-0.09284040064644528,-0.11841191369901516,94.18200073242187,97.9270004272461,,97.11907454130537,0.0,,-0.0929978524072923,-0.08288830285047688,-0.07525892330865469,-0.024660615975183764,35.137208487718866,-1.1353737520361171,0.15468470937764317,-0.10120908382902787,1.1122506322000563,1.6756850135693149,18.70991813532713,0.028007379190485723,0.038939117311175324,0.011146114244213745,1.0,0.0,105.0999984741211,90.3000030517578,0.0,0.0,-0.1454805055900379,1.0,-0.005426417238138859,1.0,1.0,0.17748583537157647,-0.004342494157111965,0.08952233753577254,0.0,True,False,False
2025-03-06,AGCO,Industrial,91.41999816894533,97.27999877929688,90.66000366210938,96.75,939700,-0.055096950461991145,-0.11516906443425434,93.11400146484375,97.33100051879883,,96.59154380699579,0.0,,-0.059087019110970584,-0.06073093175192246,-0.053540355958943686,-0.02668026324832895,41.19107826570486,-1.093848591392396,0.15623667556952756,0.12181082709561333,0.8641889544980896,1.1713481306881424,18.403554676120596,0.028247669238555827,0.03800737656491789,-0.0017471463082575633,0.0,1.0,105.0999984741211,84.69999694824219,0.0,0.0,-0.13016175550701092,0.0,0.0793388602458811,1.0,1.0,0.15674909339390553,-0.008313219449331721,0.03237802607480389,0.0,True,False,False
2025-03-07,AGCO,Industrial,96.5199966430664,103.47000122070312,96.5199966430664,102.6999969482422,1348200,-0.006775522403209888,-0.063498187141793,92.98200073242188,97.00300064086915,,96.60663487299618,0.0,,-0.0026081733471918778,-0.004979268626863931,-0.0008968144894362373,-0.026816882369127937,50.50918533649412,-0.6744816034684917,0.14564895216412818,0.48209274211425335,0.785144376899696,1.0336767188986729,18.325446297280216,0.0313776822615991,0.03810262697655676,-0.0023772956789002153,0.0,1.0,105.0999984741211,84.69999694824219,0.0,0.0,-0.08163655523903124,0.0,0.13955135915821915,1.0,1.0,0.09562788725600968,-0.05097387422359323,-0.04496473776247678,0.0,True,False,False
2025-03-10,AGCO,Industrial,102.6999969482422,105.75,100.62999725341795,102.62000274658205,1186900,0.059090395538901275,0.04699766319158072,94.12799987792968,97.23350067138672,,97.18695507063865,1.0,,0.05622029690497543,0.05622029690497543,0.056726150887189464,-0.019877927457763178,58.632836398981894,0.011040391187237875,0.15428585720025448,0.8643904757388392,1.4006410256410255,1.4869962279134405,18.746093021843016,0.03219183232511501,0.03756434230807268,0.0,0.0,0.0,105.0999984741211,84.69999694824219,0.0,0.0,-0.02283540971192166,0.0,0.2125147656262527,1.0,0.0,0.029698180549069697,-0.10808177998014146,-0.08627069984059255,0.0,True,False,False
2025-03-11,AGCO,Industrial,102.69000244140624,103.41000366210938,96.91000366210938,97.8499984741211,908300,0.13030071276308886,0.026405274064889905,96.49400024414062,97.36550064086914,,97.70438818263325,1.0,,0.053966775409434176,0.05468571275750356,0.05102753675150873,-0.011753538967198107,58.49382093990214,0.44260188073918794,0.16004979214934695,0.8371874132712165,0.3038558716906514,1.293673328137858,18.617888304533206,0.031952138844689996,0.038637698220844265,0.0006821252480089246,1.0,0.0,103.47000122070312,84.69999694824219,0.0,0.0,-0.0075384050458561225,0.0,0.21239676672193086,0.0,0.0,0.0070114052350320755,-0.10799497228187305,-0.07206155760003263,,True,False,False
2025-03-12,AGCO,Industrial,97.8499984741211,98.7300033569336,94.11000061035156,94.37999725341795,1095300,0.10166627798156913,0.004516936612978251,98.3,97.38750038146972,,97.71825582944162,1.0,,0.004749049835345964,0.004749049835345964,0.0013481886630213324,-0.0055092062804189545,50.76471763388592,0.39204841410560076,0.1600755163675838,0.5296675590565683,-0.39587628865979385,0.988572050500653,18.302765688989815,0.033259851091668846,0.042280463319620445,0.0,0.0,0.0,105.75,84.69999694824219,0.0,0.0,-0.07470450615488322,0.0,0.1552538606809455,0.0,0.0,0.008993407220596383,-0.06387327641760743,-0.02984157602943227,,True,False,False
2025-03-13,AGCO,Industrial,93.91000366210938,94.75,91.5999984741211,92.18000030517578,884800,0.0305743106178209,-0.01922483673468922,98.85999908447266,97.29500007629395,,97.4003264412489,0.0,,-0.02996045861133856,-0.03479106235192175,-0.03583481602851557,-0.00036987642491081996,46.00263057915737,0.12403432939035952,0.16230570016799034,0.3154072310440804,0.02040245947456687,1.1780649532936451,18.453868023182338,0.03414786020519655,0.04602973473054294,-0.004979800858084471,0.0,1.0,105.75,84.69999694824219,0.0,0.0,-0.11196214031102247,0.0,0.10873680101187211,1.0,0.0,0.02363958582406389,-0.024598073665290654,0.015227266744940238,,True,False,False
2025-03-14,AGCO,Industrial,92.8499984741211,94.41999816894533,92.7300033569336,93.83999633789062,700600,-0.04723513896459142,-0.05437015663972922,97.94599914550781,97.02999992370606,,96.90315252352765,0.0,,-0.04998453697149119,-0.04307947493426434,-0.04182685437836986,0.00027833451190728553,43.2335632198877,-0.1854641102525042,0.1694069144438401,0.2049439384715224,-0.05842290092582736,0.9693782525335525,18.216860112614004,0.034341750003265004,0.04682609160222833,0.007268368048678475,1.0,0.0,105.75,84.69999694824219,0.0,0.0,-0.12198583003195185,0.0,0.09622198134031978,1.0,1.0,0.035325781725360494,-0.004200316597281817,0.017447525828808264,0.0,True,False,False
2025-03-17,AGCO,Industrial,92.70999908447266,95.73999786376952,92.45999908447266,95.29000091552734,808400,-0.08627069984059255,-0.003186775586391133,96.1739990234375,97.01499977111817,,96.61142336299079,0.0,,-0.032726933368222855,-0.04437458843273767,-0.04038263947172793,-0.002247177143266721,45.88067848200935,-0.2579812756304425,0.16991284403337858,0.3073898794737739,-0.4803441625871533,0.7806997994205482,18.00128357027615,0.033768990251033595,0.0457085048983159,-0.012041744432184087,0.0,1.0,105.75,84.69999694824219,0.0,0.0,-0.12330970132886376,0.0,0.09456909592482221,1.0,1.0,0.03688920507732041,-0.008629009063352067,0.004098773133108802,0.0,True,False,False
