,AGCO,ALLE,ALNY,AVB,BR,BURL,BWXT,CALM,CBOE,CMI,DGX,DOV,EWBC,EXR,FAF,FVRR,GGG,HIW,HOPE,HXL,IAC,IT,ITW,JBHT,KLAC,KMT,LAZ,LOGI,LPLA,MAA,MCK,MCO,MLI,MSI,MTB,NOC,NSA,NTES,PAYC,PNW,PWR,REG,REGN,ROK,ROP,RPM,SBAC,SF,SLG,SMG,SSB,TRIN,TXRH,UBSI,VMC,VRSN,WAB,WAL,WERN,YELP
IAC,0.40859168801903817,0.3128182028762133,0.12795151482249,0.32754446228536244,0.15375884251497884,0.3299781455930283,0.06551464794141382,0.1317430753496746,-0.10198348373518992,0.39319036468916035,0.06253999020382499,0.43694745202457874,0.4912267582447524,0.2554436090270015,0.26075991248631136,0.3474766278073858,0.4196870388149843,0.3610207315371078,0.41845596562990367,0.31749634853998193,1.0,0.42844911680514386,0.40075768401274275,0.38076226293409493,0.35530786606121095,0.39981998328306684,0.473631470009446,0.4208349431714859,0.34391438591182827,0.2517542488312331,-0.05611118095134692,0.446415913571418,0.3723366779177842,0.13393032703481547,0.4657244165255398,-0.06308995441011006,0.22965441572760717,0.11307201068688764,0.4105108681957777,0.06422897960683503,0.1854357954638087,0.26891786570203835,0.1986340330438992,0.4230060096941981,0.303246032865221,0.3801910034434025,0.043810021123272626,0.5088300565312349,0.4261318533899351,0.3822324438279374,0.46630940093530393,0.30594069060404944,0.36445201299100094,0.42423777653710915,0.2677274850365468,0.22536198534417776,0.3686868588240146,0.46405725313617874,0.37525891790656235,0.508555896240321
IT,0.18097923989209277,0.21534116036913237,0.14007583955184116,0.22410605091172872,0.23092853425972704,0.16375846407065836,-0.12133715348341585,0.04585429100714353,-0.01991783862826833,0.12634682096662447,0.1188151828590068,0.23389600194024202,0.2802692338026149,0.14599502293482633,0.18116806114380446,0.2864516883948429,0.24482749208448462,0.19405505552636787,0.22295753047268418,0.13966352253228084,0.42844911680514386,1.0,0.15801952931173904,0.16805205039218213,0.199859530912559,0.17404002120481663,0.2990410471423391,0.20500183021750473,0.1846563271060237,0.21715543974394375,0.057039661408781944,0.47323104257619775,0.308194842885956,0.13243528256831852,0.2666516544220965,0.012279559090342156,0.028620753578099248,0.10186353267808501,0.4396210398476331,0.07830691604638122,0.06466410252171431,0.14037198044895666,0.12746566878222695,0.24361484589261279,0.44259516288640804,0.16961950118566246,0.15071784721886566,0.2966350142515564,0.2779144850371335,0.18633359243207598,0.2829611007313048,0.13408274118262545,0.1911486720282767,0.25672558581359156,0.11758587946718692,0.2705383541158371,0.1903809430104507,0.23249040117159556,0.14891226342888086,0.36282440048737463
ITW,0.6673728731905462,0.6604945043061147,0.21556622124145644,0.5545238428172155,0.3332617185380799,0.3356936405788127,0.2495420289705587,0.2298517060529571,-0.005041480728449976,0.573107250748477,0.37053536261490116,0.7529277616501714,0.5881943708698653,0.5317396032099585,0.49393680608552104,0.17008644365013634,0.8416505231785488,0.5121638907540323,0.5569565415597095,0.520229855105015,0.40075768401274275,0.15801952931173904,1.0,0.5340065315655705,0.41499359290878146,0.5544082743270777,0.5699146447098963,0.4874696929143272,0.34271021116953343,0.5026428943025714,0.11695211989758982,0.40442780150922847,0.5192052171905281,0.3582350409319925,0.6174687690494706,0.1931362305298922,0.42749562581723927,0.17919263030857024,0.30697650201152293,0.3989073549411796,0.24336443189897408,0.5169058660222589,0.29307095816802636,0.5610356129923054,0.31966107942984595,0.7089703590140684,0.21893858037847985,0.5301642603111922,0.4751112206671508,0.5213233043992429,0.5918418776370511,0.370375363358935,0.39849333235516154,0.5913360388003294,0.46024280574028026,0.202091762693695,0.6509277037664587,0.5722109953801962,0.49686092426092726,0.21731873004481597
JBHT,0.5030336254620201,0.3966740514178069,0.21043923335080908,0.3408712808804973,0.15471598648259285,0.34170231058941786,0.1924545726863358,0.04869689142226287,-0.2069665038521522,0.4982482018199295,0.126082038869822,0.563901864909945,0.41020435567410996,0.3723408485976843,0.3070451916041418,0.169519365257121,0.5160770118267467,0.3314289228603637,0.3798060185990949,0.36881976895488644,0.38076226293409493,0.16805205039218213,0.5340065315655705,1.0,0.3302051413683051,0.42610331242108684,0.4356636362908944,0.4657631801081149,0.2812829352152588,0.28757784819799526,-0.04411476954928637,0.27056230547830834,0.396219539696953,0.09526687183846466,0.44472961013779067,0.013007451621275161,0.31437933408956525,0.1399110934357436,0.21096559714699217,0.10674286070169074,0.18482721872311994,0.3029609343788117,0.21961826261200088,0.4380225664229623,0.2566951976490823,0.4613181419686375,0.055769277881922166,0.4354060450977516,0.3298424620581807,0.39457901502590126,0.4123984970815221,0.1933096804363178,0.3481188596564029,0.4035657726198126,0.3097589070693564,0.06591536462340636,0.42823796356402777,0.37394027184543893,0.7189554749119299,0.20842060018590688
KLAC,0.34108350903851953,0.30315286975912387,0.2102814215870407,0.22137575834387688,0.07801591451704949,0.35801960801418076,0.5183392831206768,0.03773125871662532,-0.23347930986472498,0.6176614849072845,0.05098942689018572,0.5608335835832521,0.4585580636911321,0.23473933432012367,0.21808916081172386,0.23392675362870333,0.461782955897528,0.2521251680874224,0.38234935231317474,0.4920522953170539,0.35530786606121095,0.199859530912559,0.41499359290878146,0.3302051413683051,1.0,0.4150896279337287,0.506457507598575,0.4643228993215588,0.34930211767083647,0.09583981518290846,0.07354616957567012,0.35156206040065735,0.5362384253110535,0.23675337977521904,0.44025136418035266,0.010865342050654458,0.15681462577395083,0.18712903985210255,0.145757652103621,-0.009642770944185286,0.5613038603446449,0.1794051399437608,0.21145605989034097,0.5321774822888313,0.11702721825704247,0.3737411922347807,0.0023567032981346245,0.5195882038445134,0.3521258955716771,0.3294918081736329,0.3989176300845134,0.3252126201195879,0.3279072542447136,0.3662459513842829,0.34676768458087376,0.032018878692543024,0.5712491889196153,0.44827887938709793,0.2440415940994884,0.2594749929155536
KMT,0.567627761836838,0.43203837321867894,0.12170563020920422,0.31686081597786575,0.08811486692832722,0.3288941606090105,0.2723549666953913,0.08084642589445716,-0.09858422351199123,0.5247726965816437,0.15933489169722148,0.5959216822922315,0.49174732715878466,0.33736824649629654,0.3038361472609989,0.1457695304691317,0.6022473136222697,0.35279800963266517,0.45758150550197807,0.4096891031193212,0.39981998328306684,0.17404002120481663,0.5544082743270777,0.42610331242108684,0.4150896279337287,1.0,0.517152824534521,0.46810810196035124,0.2643304856180722,0.24572635397552495,0.05486053771782441,0.23993101599004868,0.4499824983220163,0.14562668887649896,0.49714022978382916,0.06372444357822435,0.23511949524863507,0.11907104879461491,0.17761152352394316,0.094396065682,0.31627838943472025,0.32844634071555906,0.2918609531235498,0.5177242289831218,0.16208184219472246,0.4755538194353081,0.028082215252572377,0.48343142203205713,0.3644849366251969,0.42140373571212647,0.4708458472349024,0.1957479810321815,0.3056850167854804,0.4610910908331752,0.3452344062884608,0.036051580199077435,0.4927067584579977,0.46914973251576697,0.40215797943732423,0.23337604393238662
LAZ,0.4786275267107783,0.4716490157432315,0.2598290471880252,0.43504703744968193,0.34627265543896446,0.4257267373570308,0.3556930374085273,0.10538732163137107,-0.12455919167551577,0.5810053726587345,0.16253713933139405,0.6774836861843895,0.7154560370184502,0.34577418365669793,0.4740770918218952,0.39202090939066403,0.6206368754164094,0.5056792827124044,0.5826979521636688,0.4734394926796599,0.473631470009446,0.2990410471423391,0.5699146447098963,0.4356636362908944,0.506457507598575,0.517152824534521,1.0,0.5756874835014251,0.533415446926344,0.3507396048522763,-0.013964390808441661,0.5536254701330126,0.6197068941624468,0.24260510676117134,0.7154667051702432,-0.02890977238028431,0.25404151974289135,0.2163626474985252,0.38113120171455095,0.11694098241370984,0.3860526334863675,0.4313693054172923,0.23073536185503668,0.5949401299712035,0.3783310417234595,0.5734409102878427,0.005556866108135283,0.7828664616965392,0.540660852272675,0.4516029896136226,0.7127815293263849,0.457949540539756,0.42321621059809783,0.6210827238849899,0.44544186876519687,0.15262467267753227,0.6045314741672042,0.70648923525656,0.4136709581491598,0.3376366548938222
LOGI,0.4807099772725534,0.35345301316217376,0.23033103467873992,0.3456722320179749,0.24747457235472323,0.3442864683532489,0.3363302607849268,0.09443494605311191,-0.10033463178395793,0.5607080120264196,0.09601060274444498,0.5563067796950697,0.5417188400018481,0.228042249126876,0.26084129452576477,0.2976936638332973,0.4927990184145648,0.39049160576367603,0.4530654484922466,0.46897226334412506,0.4208349431714859,0.20500183021750473,0.4874696929143272,0.4657631801081149,0.4643228993215588,0.46810810196035124,0.5756874835014251,1.0,0.3454658205588945,0.25685671833403956,-0.03775043125944931,0.3891659516235054,0.4721672071776903,0.12161255958227117,0.5007188001923496,-0.05787311867402577,0.2222313939687162,0.2212963960640071,0.2950116342703924,0.057358123801237865,0.3724965944591117,0.32856660066759746,0.2667461770979084,0.5522340624070085,0.2934861696653123,0.3992922615844416,-0.019096357139644513,0.5689177280994955,0.45107372589649947,0.4009826242245342,0.4680560889371095,0.2884773432524533,0.2965064816059008,0.40473770304490286,0.2593322169056969,0.17489118711001483,0.5271269089955739,0.4842417703850634,0.3687780041748646,0.25254430342275863
LPLA,0.2581973397032254,0.24622482074456453,0.17630600787819106,0.2732600930775638,0.2936402200966917,0.3231138632133678,0.3339829105981684,0.10772545115738505,0.012599752178681346,0.47728365170950016,0.004896185381204494,0.4918576891492152,0.5183325516022971,0.15726580189546427,0.23642790280737253,0.36817849094157634,0.3766184860165588,0.34347879349802896,0.3776005122995862,0.32103688998447166,0.34391438591182827,0.1846563271060237,0.34271021116953343,0.2812829352152588,0.34930211767083647,0.2643304856180722,0.533415446926344,0.3454658205588945,1.0,0.2242033005508612,-5.607244739167322e-05,0.46776949907968995,0.3724080822271552,0.12310957421750404,0.523880113939023,0.06096662634551036,0.12098827986801015,0.1390468965535069,0.36729831791808,0.003894176686517438,0.33780113834386566,0.24234313580278014,0.05085268424290676,0.43670185325250077,0.2741329012219803,0.2771625335116393,-0.047898751466286436,0.6719102321218783,0.37179076209807355,0.2076097984177682,0.4680943391361729,0.39096097261766843,0.33074525210126887,0.4192679825856281,0.3351573239436475,0.1388365908884905,0.4201748303474424,0.46605691288687484,0.23876719419169617,0.27535683435857117
MAA,0.29150242702659274,0.4083149550641171,0.10959045726998112,0.8633025839468285,0.3526319026281117,0.1441877479812676,0.08389892461705879,0.14784152169929335,0.17975402364678603,0.2636111428181214,0.42485025212892097,0.40759752419465733,0.3980869203681085,0.587335847832306,0.4072604196380059,0.1294324678058439,0.506522143652271,0.566113423010058,0.33128751067573164,0.2545530007599662,0.2517542488312331,0.21715543974394375,0.5026428943025714,0.28757784819799526,0.09583981518290846,0.24572635397552495,0.3507396048522763,0.25685671833403956,0.2242033005508612,1.0,0.12446846386794456,0.3955945179405089,0.3462700947181328,0.19625227734723819,0.39027836689894546,0.19137255481013715,0.42737328640980493,0.07592799147438169,0.3676711508625545,0.48723182576277174,0.04024093949615621,0.6438038251784703,0.2528205253393806,0.2956211698320931,0.4239507702563329,0.4353881187807117,0.34312206226832587,0.3194483774757456,0.47121436523897275,0.3036719981784151,0.41815092645635554,0.3491315423389541,0.33985876755654876,0.39707591219967253,0.3078224885100553,0.2031019374123511,0.3471209739411203,0.3860735949465026,0.22961851909732992,0.16333716594073364
MCK,0.019167686032733732,0.14856065558050616,-0.005351496730436549,0.07837533229990916,0.18707788584779553,0.032360180011342415,0.09136493032086619,0.10652005563990172,0.284736001079863,-0.08073100641891895,0.2805518292315555,0.021701068879841728,0.029905772515803956,0.13911393954536658,0.20428946657484925,-0.07269771641038492,0.12909077472841465,0.06805592199282647,0.02034297990060487,0.06388528315390295,-0.05611118095134692,0.057039661408781944,0.11695211989758982,-0.04411476954928637,0.07354616957567012,0.05486053771782441,-0.013964390808441661,-0.03775043125944931,-5.607244739167322e-05,0.12446846386794456,1.0,0.14426767276791927,0.09222484689018393,0.1366017564573557,0.06426326933384474,0.17297462021336923,0.11545328497021042,0.0531146631453676,0.021349287318316597,0.2728517260650758,0.10862373511365606,0.27235966422221325,0.0970340885130014,0.03223582782868201,0.06836239790220341,0.10898678441576531,0.14845775921099133,0.052174076968825395,0.05468948924589564,0.05196986100877839,0.04959013333945289,0.0061203797570148375,0.13151469827000256,0.04530935798510867,0.1028963987329061,0.17472667202447614,0.11182173786411735,-0.03451022800390878,-0.030319642651686293,-0.028373009364526726
MCO,0.26942050174344184,0.35635017885771086,0.2683394872109018,0.44055427773637323,0.6640915099386024,0.3034633545281503,0.25694437300843637,0.18375238772119643,0.13464160080615253,0.3762260540370298,0.1761890948998292,0.4737394424682369,0.46527510749601475,0.28717081823872226,0.40665186380199386,0.3138641048917311,0.4818159228625811,0.4155579607424026,0.38942915819219015,0.3370270053017157,0.446415913571418,0.47323104257619775,0.40442780150922847,0.27056230547830834,0.35156206040065735,0.23993101599004868,0.5536254701330126,0.3891659516235054,0.46776949907968995,0.3955945179405089,0.14426767276791927,1.0,0.5084186435412119,0.3186301323700414,0.4864204642476103,0.11039212381078596,0.2573234769566538,0.22382211787321776,0.5328986882663074,0.2438282247131629,0.21217283642161544,0.4374081252858208,0.21263030683441286,0.4405826827959901,0.5580761641047408,0.41723167572336317,0.14972540314292102,0.5917921115460061,0.43845815609273614,0.33500187743954224,0.4813847424245802,0.35102046496444983,0.3577598700726257,0.4453835553179401,0.36889235178627305,0.37603976312731263,0.4454311565408803,0.4539306293943071,0.31033112968937876,0.36849977343140045
MLI,0.42602312872261194,0.45495886950163944,0.12763545269248908,0.41029151140378295,0.31607714221839506,0.3651618450857006,0.4406766511765332,0.14915326306757148,-0.16364712764396042,0.5740316612245528,0.15850056562113482,0.5967072916964997,0.5487235235578592,0.35104312088070444,0.40806946111549697,0.3066065648999951,0.6043414199560256,0.3890927639343139,0.48385136278789537,0.5240564025801301,0.3723366779177842,0.308194842885956,0.5192052171905281,0.396219539696953,0.5362384253110535,0.4499824983220163,0.6197068941624468,0.4721672071776903,0.3724080822271552,0.3462700947181328,0.09222484689018393,0.5084186435412119,1.0,0.21643856839282818,0.5463397917532509,0.10165570466933076,0.28642093609900293,0.22036016337164246,0.2895500142441586,0.15249894983282059,0.45138658474624105,0.39651102538294286,0.2243059329922696,0.5183345926425641,0.3254952686238852,0.49657324825118015,0.04313617648189262,0.5680197492610745,0.46321304128560936,0.4010069855691117,0.5608174848992697,0.3547906779223592,0.34024876862412895,0.511559938231405,0.47046868971464645,0.16454359991957454,0.6040360341074686,0.554120124092414,0.3516311849893121,0.3568729766820799
MSI,0.2149393595938796,0.30907547670843055,0.2130737581899469,0.24421673710841618,0.29491371979155195,0.15420343084772437,0.22282461074713805,0.21558350986838604,0.0745347733091155,0.26162958797009367,0.14527334591341348,0.30663887930883343,0.23024745801768517,0.2700839907514732,0.2880271732013946,0.06583182880561436,0.35087327363485654,0.16112127330494316,0.22722901262636896,0.20251141105531162,0.13393032703481547,0.13243528256831852,0.3582350409319925,0.09526687183846466,0.23675337977521904,0.14562668887649896,0.24260510676117134,0.12161255958227117,0.12310957421750404,0.19625227734723819,0.1366017564573557,0.3186301323700414,0.21643856839282818,1.0,0.18509181620424353,0.14523383333419862,0.14281541766937375,0.1409136447001703,0.21272645097292892,0.29259605927653054,0.25541975134575057,0.3037831210656134,0.09253403776953299,0.18667562839728546,0.2166898088303151,0.30092696456125306,0.20608927373077163,0.21915939406723842,0.1279811012806076,0.20202448146648933,0.2511842252866674,0.18613944665946558,0.12716128949058986,0.23471618692455373,0.3046166217466426,0.15675393173361654,0.3763380049664528,0.22222998759603127,0.048463583063927486,0.04884475831570479
MTB,0.49431785767505215,0.47409124889725596,0.17496150168651844,0.46493245282448703,0.2705566014213412,0.3819119706601318,0.24633193501534023,0.15001640299012262,-0.08131990796086404,0.5493731651871162,0.19072338456722118,0.6421249014443572,0.8475814198174774,0.33670355147081904,0.43475970254680246,0.3093486662558751,0.6310283823835492,0.4720015203114556,0.7687667358045153,0.4770302160961123,0.4657244165255398,0.2666516544220965,0.6174687690494706,0.44472961013779067,0.44025136418035266,0.49714022978382916,0.7154667051702432,0.5007188001923496,0.523880113939023,0.39027836689894546,0.06426326933384474,0.4864204642476103,0.5463397917532509,0.18509181620424353,1.0,0.021610227367919985,0.3038094313789324,0.1236914639357064,0.30478487112817765,0.1569059994436297,0.2830852133298412,0.4382880659344805,0.27193967837694144,0.5428425917636396,0.3304154873906846,0.5286936782237593,-0.003463430155346377,0.743590379887862,0.498375480825696,0.45641739340350596,0.8319839933828025,0.4028868680461231,0.37223501896683875,0.8193895412390716,0.3992041637069646,0.169162735009977,0.6084171470208928,0.8151825748910018,0.45885907535490056,0.33366630448283363
NOC,0.11395706458814449,0.1442552219574068,0.10130579482631726,0.16527822388225605,0.16071297657088868,-0.0346554278438433,0.18848370348243867,0.0580459323396682,0.2544091511468365,0.03809234034749845,0.09437473345759978,0.08244563427007245,0.023907922690875612,0.20104097327401274,0.11221904704420055,-0.12623646604933894,0.18129131972526422,0.09183718900496206,0.01941420332391333,0.27408756274720564,-0.06308995441011006,0.012279559090342156,0.1931362305298922,0.013007451621275161,0.010865342050654458,0.06372444357822435,-0.02890977238028431,-0.05787311867402577,0.06096662634551036,0.19137255481013715,0.17297462021336923,0.11039212381078596,0.10165570466933076,0.14523383333419862,0.021610227367919985,1.0,0.14258532291840245,0.10965597559929578,0.06539396810909112,0.2539691435376359,0.08559749385402463,0.174673214875699,0.05364633396943796,0.08463244015532377,0.0724381864509654,0.05431305488758336,0.14523402242766606,0.009351351686835298,0.02002711034085498,0.08294640216761995,0.028664207797462045,0.08467364215706097,0.059329780964703996,0.05936888113568403,0.13820208008355106,0.10448156621215302,0.11187748146330459,0.03697491038322008,0.047849069838564275,0.0031903132268200443
NSA,0.27379462295769375,0.29279603922636777,0.11983015517925968,0.4756297656431338,0.2355230949591033,0.1669729546313812,0.21115762089151094,0.10141240586298819,0.1491144298513873,0.25329678231618635,0.2441110540602456,0.3324831596595986,0.24188219946786493,0.5773464780682255,0.32089782047026905,0.05127149318547231,0.34128799733817966,0.39022444330125666,0.2795850537033665,0.272091843424295,0.22965441572760717,0.028620753578099248,0.42749562581723927,0.31437933408956525,0.15681462577395083,0.23511949524863507,0.25404151974289135,0.2222313939687162,0.12098827986801015,0.42737328640980493,0.11545328497021042,0.2573234769566538,0.28642093609900293,0.14281541766937375,0.3038094313789324,0.14258532291840245,1.0,0.12026468238882423,0.18520734800448094,0.3353815349979364,0.11230184989774217,0.4748172260523613,0.2093642145713293,0.24881710797259046,0.2581212021384613,0.3788850134909821,0.2740452006778172,0.21954583652889512,0.3098612218327828,0.29697929289968744,0.3177609080111105,0.14609494166004344,0.2842873086783362,0.3094084461099148,0.2208502981020734,0.15210567824548077,0.27766261745104526,0.2504350165483697,0.2460209520170575,0.11668266927820715
NTES,0.18408697960824819,0.14583342873669233,0.1799080988529221,0.13678395644161132,0.17372208562734998,0.1185640546330891,0.26421718549070794,0.05158735227953725,0.07256665971391202,0.19020638186334562,0.026619558273949993,0.18094368074498668,0.13790412409673433,0.152995577773077,0.16274644958954038,0.1409433525441872,0.2027655375876057,0.21981453957039582,0.094203098301973,0.19606359412786833,0.11307201068688764,0.10186353267808501,0.17919263030857024,0.1399110934357436,0.18712903985210255,0.11907104879461491,0.2163626474985252,0.2212963960640071,0.1390468965535069,0.07592799147438169,0.0531146631453676,0.22382211787321776,0.22036016337164246,0.1409136447001703,0.1236914639357064,0.10965597559929578,0.12026468238882423,1.0,0.10741698518406602,0.12098046717555125,0.21304200351461952,0.14265830609450675,0.07732777018525755,0.15059433784575674,0.1735807465438416,0.13370447526671225,0.0951625350032657,0.17583566307966453,0.20074862440613295,0.2521234490576624,0.12404101794972937,0.17490621245858828,0.18366662803889874,0.07759307914051174,0.24284670195367605,0.17688214502430763,0.15529776173685955,0.0880617766408528,0.09736043515059242,0.1305726750473727
PAYC,0.2600923063803221,0.2930687050389278,0.07501268849435012,0.3877409071608126,0.5054550359606798,0.15905034871393592,0.06702218402705615,0.10697185831771454,0.1033239344968777,0.1508988892179089,0.20929199111419874,0.29138198399834236,0.2891692315977508,0.28206700718258954,0.2648162956455026,0.39801113779239916,0.36014748120635565,0.3236830482251715,0.2557826126068363,0.18171275601657078,0.4105108681957777,0.4396210398476331,0.30697650201152293,0.21096559714699217,0.145757652103621,0.17761152352394316,0.38113120171455095,0.2950116342703924,0.36729831791808,0.3676711508625545,0.021349287318316597,0.5328986882663074,0.2895500142441586,0.21272645097292892,0.30478487112817765,0.06539396810909112,0.18520734800448094,0.10741698518406602,1.0,0.16760450898946502,0.10081526252709372,0.3468924640245629,0.06099126016320348,0.3064409904888508,0.537653356455792,0.26246479144826795,0.12460543720154346,0.36846869335408416,0.40148711663231873,0.2167402430305133,0.35378203664777896,0.35251116455890175,0.31761230894944764,0.29672327044944696,0.1987021345914355,0.40017643475178005,0.26512175690950784,0.2948309203943166,0.19153118238855305,0.41572399376169844
PNW,0.1721967039085511,0.31756356003311403,0.1392238902165999,0.47316898508776817,0.3190075934642561,-0.014565491457583875,0.030680280045371412,0.21139444823831177,0.30325059154134304,0.062218187767741254,0.5016886181178345,0.18736736908760612,0.14523447663147054,0.4209674985923731,0.3661870090093592,-0.06414230852384298,0.35137925455533425,0.3343937727230103,0.2072194417211856,0.09175863330116193,0.06422897960683503,0.07830691604638122,0.3989073549411796,0.10674286070169074,-0.009642770944185286,0.094396065682,0.11694098241370984,0.057358123801237865,0.003894176686517438,0.48723182576277174,0.2728517260650758,0.2438282247131629,0.15249894983282059,0.29259605927653054,0.1569059994436297,0.2539691435376359,0.3353815349979364,0.12098046717555125,0.16760450898946502,1.0,-0.016588739764821094,0.5205729178177497,0.12472972119739227,0.10230558516834391,0.20386731546268932,0.29209444061034606,0.47092496524480326,0.07948473559496876,0.21671427337842195,0.15343786400743253,0.2260033279406284,0.19639087237952702,0.11609940828315293,0.20297220214691827,0.2244773586641863,0.19180833684354018,0.18538246708845219,0.13117767854840137,0.08366058045404819,0.0001123404526614106
PWR,0.26538705458533457,0.1956829647040309,0.19945037097763146,0.0957959450163403,-0.00596960200633025,0.29860122697102404,0.6584276678773182,0.08915931228569357,-0.15585429726371725,0.5218407859226055,-0.019182125736988003,0.4534352845392867,0.33375143645452193,0.10753786391699408,0.159288272873796,0.20725077896471678,0.3029514985733879,0.1841038580689628,0.23681220786269716,0.3902545472527743,0.1854357954638087,0.06466410252171431,0.24336443189897408,0.18482721872311994,0.5613038603446449,0.31627838943472025,0.3860526334863675,0.3724965944591117,0.33780113834386566,0.04024093949615621,0.10862373511365606,0.21217283642161544,0.45138658474624105,0.25541975134575057,0.2830852133298412,0.08559749385402463,0.11230184989774217,0.21304200351461952,0.10081526252709372,-0.016588739764821094,1.0,0.1496764811374961,0.053460596472300795,0.41601521064175967,0.07877683485405461,0.22406788328686006,-0.05583553287537294,0.4083772524024788,0.27558619507303533,0.22537208103159564,0.26297233791274877,0.18498135722531653,0.21581746031521867,0.24503243933314306,0.37276768809627336,0.042075527323988976,0.5146810658962611,0.3082116398838783,0.12099771660724462,0.08384784075978373
REG,0.3228905031366656,0.3804679831741276,0.22093071433700184,0.682000684319581,0.4131252873844602,0.2649234129098807,0.17688124864813512,0.2493649151132673,0.19099148753306883,0.2976394724534541,0.407506675902018,0.4520580228707251,0.4188185130278849,0.5880798683112238,0.4353822455174714,0.08686550613976746,0.5453739243653334,0.5395875926814041,0.3663143994589491,0.337273536552983,0.26891786570203835,0.14037198044895666,0.5169058660222589,0.3029609343788117,0.1794051399437608,0.32844634071555906,0.4313693054172923,0.32856660066759746,0.24234313580278014,0.6438038251784703,0.27235966422221325,0.4374081252858208,0.39651102538294286,0.3037831210656134,0.4382880659344805,0.174673214875699,0.4748172260523613,0.14265830609450675,0.3468924640245629,0.5205729178177497,0.1496764811374961,1.0,0.24571809053319682,0.31138024967317784,0.35026600230062455,0.4591978130762363,0.30986821756556693,0.4256338802538697,0.4797981541868491,0.35360240012106464,0.5006603267747995,0.3008586505694855,0.4264923111043039,0.4373583854391392,0.3264419098108958,0.156578587721698,0.4099650363026909,0.42263385794091335,0.2697926338564622,0.23970635003495128
REGN,0.2791853093216659,0.24971823889637895,0.2545810885060205,0.24909972830624352,0.09043761558668502,0.13779162441368958,0.06699465128862266,0.08257804260138116,-0.005696809466155845,0.28088609808240533,0.13424496539185074,0.274098072662993,0.24122147235026237,0.2725100473010695,0.1745557759078276,-0.011345550750961617,0.28830517732784444,0.2425129188796765,0.2269801923742011,0.22190464299320564,0.1986340330438992,0.12746566878222695,0.29307095816802636,0.21961826261200088,0.21145605989034097,0.2918609531235498,0.23073536185503668,0.2667461770979084,0.05085268424290676,0.2528205253393806,0.0970340885130014,0.21263030683441286,0.2243059329922696,0.09253403776953299,0.27193967837694144,0.05364633396943796,0.2093642145713293,0.07732777018525755,0.06099126016320348,0.12472972119739227,0.053460596472300795,0.24571809053319682,1.0,0.17607758307058696,0.11309885555974301,0.2727989348546597,0.029451724540784353,0.22706660524432395,0.2587272123383254,0.25788295275728385,0.26296279977782866,0.13869805579004602,0.20226301983096936,0.2590776637159117,0.19576994917272034,0.03413770595004996,0.23045626167170655,0.2357971366104701,0.1254235016373196,0.06348546589873452
ROK,0.4556338823785394,0.4522160880538054,0.24593705261412438,0.3644788496381409,0.24571746856077903,0.3729804483199847,0.3798855733153619,0.13923860849814357,-0.09867366401420402,0.6327321116856868,0.16957826924785457,0.6228205925686294,0.5326809686221368,0.32656696506935273,0.3119541157433497,0.40062782514600176,0.5956057511575981,0.3714934038096934,0.4850935814741331,0.4814973387648393,0.4230060096941981,0.24361484589261279,0.5610356129923054,0.4380225664229623,0.5321774822888313,0.5177242289831218,0.5949401299712035,0.5522340624070085,0.43670185325250077,0.2956211698320931,0.03223582782868201,0.4405826827959901,0.5183345926425641,0.18667562839728546,0.5428425917636396,0.08463244015532377,0.24881710797259046,0.15059433784575674,0.3064409904888508,0.10230558516834391,0.41601521064175967,0.31138024967317784,0.17607758307058696,1.0,0.3157507756093122,0.49861482142633723,0.05243355579514898,0.5733001466752482,0.3940241067393581,0.3827313410307667,0.4934217477326241,0.2997998199734442,0.3121990880477528,0.4735583495560948,0.4172421636051536,0.13806599703392253,0.57959423513414,0.5151140136835978,0.405684766572974,0.3128698713840825
ROP,0.2109844898958781,0.33037657719578617,0.2099341407503358,0.45656358514402023,0.5060780322025674,0.21372674597788907,0.04338960081821074,0.13377704621351624,0.150507731493166,0.2096767064335952,0.22239576734082817,0.26554534789795925,0.33973254334552844,0.31623957678469194,0.27511996380461423,0.23896877704006525,0.35918532468420106,0.3821172978220358,0.26229034504136034,0.1195097186293076,0.303246032865221,0.44259516288640804,0.31966107942984595,0.2566951976490823,0.11702721825704247,0.16208184219472246,0.3783310417234595,0.2934861696653123,0.2741329012219803,0.4239507702563329,0.06836239790220341,0.5580761641047408,0.3254952686238852,0.2166898088303151,0.3304154873906846,0.0724381864509654,0.2581212021384613,0.1735807465438416,0.537653356455792,0.20386731546268932,0.07877683485405461,0.35026600230062455,0.11309885555974301,0.3157507756093122,1.0,0.29875530793322047,0.16412134792773703,0.40381909059688215,0.34898689601230615,0.24774147811038177,0.3704086089126678,0.1696655516547789,0.2521523196966013,0.3079511019591081,0.2724749830916238,0.33353363384842805,0.29269456573353186,0.28271955270334076,0.18116776312347954,0.3653016727538482
